Amina Flow,Flotation Column 03 Air Flow,% Iron Concentrate,% Silica Concentrate
387.603,300.375,62.25,3.207698951
474.249,301.209,65.36,3.08
407.104,300.907,65.27,2
469.21,299.382,66.06,1.81
438.232,297.949,66.06,2.58
473.671,300.835,65.96,1.84
454.897,298.118,65.11,2.85
551.488,297.754,65.95,1.75
570.727,299.873,65.99,1.56
548.966,300.348,65.12,1.83
585.772,297.941,65.51,1.64
299.1165,299.598,65.58,1.86
505.779,299.535,65.41,2.06
510.591,300.031,66.33,1.19
496.993,302.313,66.13,1.36
496.318,301.318,65.57,1.76
527.01,301.245,64.86,2.79
531.302,300.524,65.26,2.52
463.021,299.741,65.01,2.74
513.306,301.245,64.17,3.01
560.47,299.133,64.6,3.33
586.253,301.409,64.5,2.28
565.017,302.154,65.46,2.41
563.198,299.744,65.66,1.69
570.068,298.389,66.04,1.43
584.313,301.242,66.49,1.09
521.617,300.957,66.64,1.15
429.439,300.228,66.38,1.26
337.262,299.5,66.06,1.35
610.582,301.011,65.38,2.7
606.821,298.828,65.81,1.82
509.423,300.279,65.49,2.57
480.126,300.605,65.38,3.36
512.889,299.334,65.3,2.93
607.3,301.786,64.86,2.66
568.893,300.939,65.03,2.47
549.887,301.097,65.4,1.89
585.505,302.023,64.78,3.01
614.323,300.914,64.43,2.76
447.625,299.083,64.94,2.24
544.356,301.267,64.78,2.55
494.117,300.814,63.84,3.77
477.988,299.841,64.33,4.02
552.616,299.612,63.7,4.03
533.887,300.254,65.17,2.58
555.944,301.908,65.56,2.16
559.633,301.249,65.25,2.22
564.965,298.426,65.88,1.87
368.096,299.31,65.49,1.99
535.485,299.268,65.65,1.83
560.171,300.675,64.73,2.76
521.863,300.672,65.22,2.72
368.049,299.23,65.21,2.54
457.886,300.145,65.67,2.06
544.479,301.449,65.6,1.99
574.583,301.353,65.04,2.89
562.039,301.201,65.23,2.04
407.803,298.366,65.7,2.19
512.085,301.685,66.17,1.77
540.131,297.254,66.12,1.46
517.92,300.297,66.38,1.29
507.091,302.333,65.7,2.2
438.438,297.744,65.79,2.38
428.805,297.949,66.35,2.13
477.295,302.39,65.37,2.34
404.783,301.685,64.84,3.34
413.112,297.644,64.74,3.42
465.687,297.769,64.28,3.96
434.107,300.935,63.24,4.82
561.734,299.28,64.14,3.83
449.585,301.389,64.98,2.92
303.345,298.719,64.93,3.12
352.662,301.289,65.67,2.88
517.953,300.454,64.96,3.19
566.259,301.767,65.48,2.69
453.306,298.447,65.57,2.81
557.014,301.456,65.51,2.93
583.793,300.032,65.53,2.25
539.949,302.953,65.29,2.07
555.256,298.617,65.88,2.05
578.72,298.818,64.24,4.63
580.985,298.792,65.94,3.5
546.132,301.685,65.25,2.76
538.801,300.936,65.32,2.59
382.754,300.438,65.37,2.65
523.003,298.868,66.05,2.05
578.003,299.487,65.36,2.56
531.616,302.455,65.34,2.85
507.394,299.368,65.36,1.87
545.044,302.171,65.13,2.44
565.575,300.566,64.56,2.98
325.9145152,297.736,62.88,5.03
540.26,298.389,62.13,5.025082873
437.622,299.863,63.12,4.14
511.191,299.156,64.19,2.34
558.937,297.51,64.73,1.59
473.704,300.495,64.71,1.9
536.499,300.806,64.26,2.25
547.129,300.195,64.7,1.99
506.225,301.008,64.81,2.3
552.444,297.51,64.59,2.34
557.874,302.344,64.31,2.38
552.368,301.245,63.9,2.36
541.853,299.487,64.47,2.49
571.725,297.758,64.83,2.64
578.946,302.931,64.29,2.71
560.557,302.182,63.86,3.85
547.205,298.822,63.85498615,3.850079302
551.959,301.685,62.95249308,3.864353688
576.172,300.596,62.05,3.878628073
559.878,302.548,62.05221914,3.892902458
537.961,301.286,62.45166436,3.907176844
454.656,299.736,62.85110957,3.921451229
361.938,298.169,63.25055479,3.935725615
512.438,298.722,63.65,3.95
554.337,297.944,64.7,2.8
478.516,298.159,64.41,2.54
509.033,300.775,64.93,1.79
533.568,299.738,65.37,1.67
521.19,299.565,65.43,1.49
534.296,298.488,65.72,1.96
530.396,298.828,66.4,1.51
484.009,300.019,64.56,3.52
543.546,300.066,65.5,2.41
583.03,302.124,65.01,2.59
618.318,301.442,63.76,4.01
594.963,297.996,64.56,2.83
608.492,298.695,64.78,2.92
532.584,303.223,64.52,3.47
556.83,300.785,64.52,2.63
454.694,299.805,64.89,2.38
578.912,299.35,65.09,2.25
582.227,298.832,64.39,3.21
547.257,297.139,64.29,3.44
581.413,301.31,64.33,3.25
622.535,299.472,64.46,3.23
538.861,249.65,63.45,4.3
554.619,251.451,62.17,4.296454294
555.633,251.644,62.17,3.658227147
539.378,251.106,65.04,3.02
590.82,249.17,64.47,3.53
592.651,249.39,65.39,2.18
504.483,249.087,66.19,1.83
563.61,250.525,66.11,2.01
603.385,249.65,66.28,1.83
478.986,250.265,65.84,2.03
372.912,249.427,65.83,2.03
312.289,251.137,64.72,4.72
484.322,249.845,64.1,4.717590028
518.01,250.656,62.51,4.283795014
589.497,248.505,64.32,3.85
490.723,248.291,64.31883978,3.858950276
488.036,249.679,64.11,5.47
460.329,250.177,64.11,5.47
495.6,249.829,64.95,3.62
483.093,250.52,65.16,4.04
429.528,250.454,64.18,4.54
281.7944333,248.251,63.98,4.539392265
469.178,251.516,64.77,4.43
471.191,248.071,65.55,2.07
442.91,251.703,65.73,2.27
485.201,250.928,63.6,4.06
516.968,251.243,64.4,2.85
479.242,250.641,64.23,3.33
467.267,249.39,64.51,2.33
469.047,251.989,64.12,3.04
448.996,250.153,63.19,4.55
340.4234444,249.571,63.78,3.59
485.55,251.489,63.79857936,4.190645385
429.624,249.829,63.54286349,4.306814712
513.361,250.269,63.28714761,4.422984039
519.722,250.708,63.03143174,4.539153366
477.58,249.917,62.77571587,4.655322693
507.978,250.358,62.52,4.771492019
539.484,249.82,62.32,4.887661346
496.289,248.897,62.35,5.003830673
440.078,249.461,63.76,5.12
487.985,249.336,62.79,5.118563536
284.8226154,251.322,63.84,4.86
387.137,251.376,62.99,5.2
490.82,248.511,64.25,3.15
429.702,248.155,64.4,3.41
483.486,251.493,63.98,3.37
513.125,251.476,63.93,3.64
519.595,249.017,64.66,3.04
539.824,248.333,64.5,3.16
562.533,249.338,66.13,1.96
561.523,252.246,64.01,4.48
449.426,249.815,63.65,4.69
396.711,248.937,64.97,3.63
399.181,251.01,63.35,3.625027624
446.147,249.496,65.11,3.54
525.947,250.865,66.31,1.9
540.59,251.689,66.31,1.55
525.907,249.236,66.34,2.67
518.178,248.025,66.36,1.72
524.016,248.97,67.12,1.65
513.822,249.595,66.71,1.49
431.003,251.587,65.91,2.97
476.765,248.96,66.34,2.07
436.638,249.836,66.24,2.88
506.977,250.13,66.63,2.08
443.373,251.899,65.41,2.32
466.35,250.669,65.63,2.15
400.19,251.044,63.91,3.91
487.271,251.845,63.74,4.89
474.638,251.257,64.77,3.03
469.155,251.705,64.55,3.59
510.651,248.95,63.5,3.594751381
528.856,251.759,64.1,4.45
533.359,250.993,64.79,3.69
503.45,251.639,64.55,4.09
468.734,251.172,65.36,3.11
529.404,251.807,64.51,3.48
530.421,251.143,65.26,2.75
513.425,248.897,65.14,3.1
536.556,250.028,65.83,1.97
552.84,248.378,65.95,2.1
553.731,248.463,66.57,1.77
433.489,249.23,65.33,2.37
487.145,251.714,63.53,3.54
459.373,249.217,65.16,2.35
494.399,251.33,65.93,2.19
541.58,249.576,65.4,1.54
559.113,250.982,64.56,3.82
488.651,249.829,62.72,4.35
511.282,249.138,63.74,4.76
534.058,250.237,64.75,3.66
515.289,250.799,65.07,2.8
513.423,250.348,63.62,4.2
525.94,248.599,65.74,1.98
539.38,251.736,64.62,2.75
546.196,249.829,64.01,3.49
507.623,249.344,64.28,3.17
555.206,251.283,64.67,3.29
495.062,251.571,63.59,4.12
522.586,249.39,64.2,4.4
495.728,250.763,66.34,1.87
501.616,250.205,67.13,1.38
522.653,251.75,66.79,0.85
533.187,249.212,66.94,1.24
484.009,251.807,66.33,2
460.867,248.95,65.14,3.17
398.973,250.261,64.77,3.17
464.519,248.545,64.64,2.22
467.622,249.618,62.56,2.237127072
476.074,251.587,63.42,5.32
433.811,251.641,64.06,5.05
449.908,251.023,64.45,4.29
533.634,251.418,63.78,4.292983425
547.102,248.645,63.78,4.83
557.861,251.906,63.43,5.51
552.984,252.64,63.8,4.11
548.813,252.854,62.92,4.64
442.724,249.938,62.12,4.625911602
362.498,250.277,65.15,2.09
435.071,249.103,64.8,2.52
510.864,248.291,65.55,2.32
266.827,251.367,64.38,3.82
244.3664531,251.761,64.96,2.4
465.823,249.503,65.47,1.85
452.204,248.95,65.22,2.09
414.54,251.587,64.77,2.73
493.952,251.278,63.06,4.77
536.078,249.116,62.87,5.03
487.15,248.524,62.87,5.03
268.101,250.471,62.87,5.03
365.714,251.465,62.87,5.03
252.4524144,250.223,62.87,5.03
263.4777327,251.353,62.87,5.03
274.5030509,196.2061509,62.87,5.03
285.5283692,195.0783522,62.87,5.03
296.5536874,193.9505535,62.87,5.03
307.5790057,192.8227547,62.87,5.03
318.6043239,191.694956,62.87,5.03
329.6296422,190.5671572,62.87,5.03
340.6549604,189.4393585,62.87,5.03
351.6802786,188.3115598,62.87,5.03
362.7055969,249.324,62.87,5.03
373.7309151,250.928,62.87,5.03
267.278044,249.227,62.87,5.03
256.7674895,248.95,62.87,5.03
246.256935,249.226,62.87,5.03
482.592,250.336,64.42,3.75
517.154,250.833,64.42,3.75
530.202,249.957,66.33,1.31
499.31,249.958,66.59,1.39
504.759,251.808,65.91,1.34
502.93,249.829,66.15,1.04
485.224,249.76,66.34,1.53
448.509,249.427,65.73,2.5
430.156,248.872,65.31,3.59
364.803,249.305,63.95,4.94
415.361,251.52,64.7,3.77
400.2299375,252.026,64.7,3.77
526.058,251.344,65.53,2.45
561.438,251.493,65.18,2.9
540.781,248.126,65.26,3.27
507.263,249.829,65.42,2.62
392.988,249.277,64.93,3.09
499.382,251.367,64.95,2.89
481.505,248.833,64.97,3.05
551.958,250.275,65.93,1.87
556.845,249.316,66.28,1.85
600.739,251.46,65.44,1.99
420.351,251.457,66.76,1.73
506.496,250.989,66,1.9
525.152,250.422,66.36,1.69
471.191,247.632,66.36,1.16
322.266,248.453,66.5,1.32
363.994,250.011,66.19,1.42
412.621,252.183,66.07,1.6
243.6704954,251.147,66.58,1.19
325.907,250.693,66.1,0.94
266.3282222,248.422,66.35,0.95
387.904,249.728,66.18,1.07
502.112,249.758,65.95,1.26
505.783,250.393,66.4,1.34
476.804,249.785,66.22,2.03
457.868,251.272,65.34,1.83
433.192,249.897,64.37,2.35
521.791,251.294,64.11,1.8
464.3,249.731,65.85,1.81
476.882,249.815,65.6,1.6
452.879,250.223,64.76,2.54
425.861,248.58,64.76,2.85
440.913,249.178,66.55,2.02
525.606,250.269,64.67,1.49
518.93,248.788,64.46,2.85
477.627,250.487,65.63,1.54
540.771,249.367,65.21,1.17
564.387,251.101,65.47,1.55
584.771,249.17,64.9,1.65
614.164,249.156,65.38,1.68
600.209,249.299,65.44,1.73
522.318,252.6,65.7,1.77
490.045,250.898,66.31,1.31
458.69,248.95,66.19,1.13
475.923,248.732,65.68,1.95
494.129,249.032,65.07,3.31
475.796,252.139,62.8,3.310222068
425.461,250.789,62.61,3.35019431
463.417,251.147,62.60916898,3.390166551
514.656,250.39,62.45958449,3.430138793
524.779,249.53,62.31,3.470111034
506.124,251.579,62.55,3.510083276
516.803,249.39,63.42,3.550055517
527.158,249.424,62.38,3.590027759
512.743,249.638,64.17,3.63
481.832,250.636,64.01,3.79
501.39,250.934,64.15,4.12
490.698,249.161,65.3,2.19
555.42,249.17,65.42,1.86
545.834,252.748,64.59,1.8
555.296,251.016,65.06,1.8
506.056,250.906,64.93,3.41
471.135,251.347,64.38,1.65
528.521,249.562,66.68,1.29
494.848,248.95,66.04,1.28
508.266,249.05,65.27,1.75
532.542,250.855,65.54,1.3
516.37,248.513,65.42,1.65
452.43,251.482,65.03,1.66
447.208,249.008,66.82,1.91
491.924,251.265,64.87,2.03
574.292,247.873,64.67,2.29
561.598,249.618,64.07,2.68
520.983,249.024,64.36,3.41
378.418,252.006,65.55,2.26
551.847,250.225,63.47,2.73
523.432,249.251,64.48,2.5
464.967,249.565,64.78,2.36
427.725,249.801,63.23,4.63
409.207,251.167,63.23,4.04
401.608,249.444,63.75,3.61
522.257,249.097,64.12,2.71
603.969,250.478,63.9,3.41
557.39,250.798,64.62,2.28
487.375,249.24,62.38,2.289668508
473.97,250.876,64.17,4.03
532.987,250.367,63.22,4.94
576.206,251.319,63.12,5.03
514.647,249.862,62.6,3.86
496.508,250.259,62.77,5.05
545.802,249.524,62.76,4.9
530.407,251.582,65.41,2.24
442.193,248.717,65.45,1.96
431.579,249.898,64.39,2.49
392.7760269,250.928,63.84,3.1
443.948,249.873,63.74,1.9
479.253,249.829,64.45,2.26
446.008,251.644,64.41,1.67
393.591,249.571,64.69,1.81
465.366,249.608,64.59,2.08
511.523,250.727,64.31,1.89
471.374,250.512,64.67,1.89
423.584,250.149,64.64,1.84
397.802,250.011,63.89,1.82
346.985,250.818,65.07,2.1
279.655,250.796,65.65,1.71
390.211,249.68,65.33,1.02
294.909,249.75,66.42,0.99
482.461,250.108,65.22,1.15
461.239,251.517,65.32,1.12
418.146,250.109,65,1.14
390.805,251.587,65.21,1.25
403.442,250.236,63.76,1.88
406.589,249.829,63.98,2.09
435.416,251.171,64.35,1.74
522.47,250.788,64.09,2.65
463.402,250.869,64.99,1.51
506.28,249.232,64.8,1.32
494.372,250.928,64.57,1.79
451.188,249.575,64.71,1.55
444.579,250.797,64.66,1.6
426.228,247.632,64.65942156,1.60108746
415.199,250.468,64.5553031,1.796830171
394.287,250.488,64.45118464,1.992572883
323.283,248.73,64.34706617,2.188315595
449.841,247.875,64.24294771,2.384058306
491.312,248.937,64.13882925,2.579801018
494.223,251.842,63.93059232,2.971286442
511.143,248.95,63.82647386,3.167029153
501.561,249.938,63.72235539,3.362771865
541.845,251.42,63.61823693,3.558514577
506.26,249.295,63.51411846,3.754257288
517.333,248.576,63.41,3.95
499.918,247.89,64.12,3.68
402.297,250.609,64.93,1.91
504.08,249.609,66.13,2.11
524.862,250.172,64.84,2.66
529.381,249.609,65.03,3.34
508.849,251.019,64.13,4.3
518.799,250.049,66.31,1.29
519.33,250.985,65.54,2.96
519.756,250.741,65.68,2.06
534.058,248.319,65.47,2.59
558.183,249.17,65.78,1.71
504.303,248.95,63.47,4.79
539.551,248.95,65.82,2.02
549.646,251.286,65.16,3.8
546.201,250.569,66.22,2.19
525.107,251.341,65.97,2.09
521.372,251.728,66.22,2.08
544.031,248.291,65.8,2.32
510.491,250.596,65.03,3.68
508.922,251.687,64.74,1.54
528.564,247.852,65.67,1.52
499.913,251.639,66.02,1.47
499.69,250.226,65.65,1.97
536.855,249.4,65.37,2.53
541.262,249.318,64.98,2.35
459.71,250.788,64.24,3.82
535.807,249.531,63.07,3.828618785
589.741,252.686,63.14,5.38
592.711,252.257,62.86,5.377513874
568.456,249.439,62.83,4.930011099
486.45,250.552,62.83330869,4.482508324
287.496,249.177,63.42887246,4.035005549
491.548,249.212,64.02443623,3.587502775
501.575,250.322,64.62,3.14
470.181,252.095,64.13,4.51
541.098,250.918,66.07,3.46
478.772,250.224,63.26,4.6
515.123,250.488,63.77,5.28
510.864,249.39,63.76926707,5.279146896
482.288,250.733,63.63734037,5.125588087
393.066,249.138,63.37348695,4.81847047
431.631,248.678,63.24156024,4.664911661
352.3054444,251.805,63.10963354,4.511352852
486.392,251.786,62.97770683,4.357794043
498.973,249.134,62.84578012,4.204235235
502.525,249.536,62.71385342,4.050676426
487.061,250.488,62.58192671,3.897117617
492.884,249.694,62.45,3.743558809
512.085,250.488,63.92,3.59
495.777,298.663,63.77,3.97
506.854,300.304,63.76243094,3.968310249
436.223,298.46,62.4,3.664155125
485.979,301.33,64.33,3.36
503.736,299.537,64.68,2.77
586.991,300.499,64.97,2.28
547.258,298.595,64.91,2.54
572.125,297.86,65.09,1.82
560.471,298.912,64.46,1.29
558.323,297.666,64.63,1.24
502.93,301.993,64.75,1.16
435.691,298.681,65.38,1.2
356.363,298.559,65.24,1.03
275.7710588,301.057,64.44,1.04
452.271,301.245,64.95,1.02
406.563,300.244,64.66,1.22
403.596,300.372,64.98,1.43
356.404,300.788,64.56,2.15
390.971,301.748,64.46,1.95
409.167,301.138,63.18,3.1
415.159,300.873,64.03,4.53
477.175,300.406,63.11,3.17
495.605,301.002,63,3.42
523.633,301.087,64.04,2.28
524.981,298.319,62.62,3.37
549.5,298.917,64.2,1.93
545.261,298.75,63.09,2.81
526.582,299.813,62.83,2.32
483.328,300.03,64.76,1.73
527.797,300.831,64.04,3.04
560.829,300.859,65.78,1.33
604.119,300.748,64.56,1.63
602.199,302.271,64.99,1.19
265.772,299.536,65.61,1.5
443.55,301.546,64.74,1.41
381.383,299.617,64.17,1.6
488.402,297.949,65.07,1.06
484.423,298.57,65.17,1.43
467.297,299.719,65.33,1.33
401.35,297.573,65.53,1.44
388.409,301.116,65.52,2.29
393.066,301.685,64.43,2.75
366.665,296.753,63.44,4.17
483.687,300.582,62.32,4.89
518.303,298.992,62.32148405,4.88926491
553.223,301.245,62.58861304,4.756948682
501.162,297.677,62.85574203,4.624632455
511.475,302.783,63.12287101,4.492316228
563.179,298.389,63.39,4.36
563.385,301.273,63.72,3.43
526.361,302.65,63.8,3.72
520.324,301.264,64.77,1.63
524.114,297.092,64.77,1.63
320.8852449,299.716,64.77,1.63
297.9711333,298.636,64.77,1.63
463.123,299.468,64.89,1.49
538.781,301.379,65.04,1.38
577.317,299.379,65.95,1.24
572.849,301.567,65.89,1.26
558.303,298.768,65.49,0.86
450.725,299.744,65.53,1.05
497.923,301.685,66.14,0.85
507.855,299.973,65.58,1.49
458.138,298.973,65.38,2.25
437.716,300.198,64.76,3.46
428.853,297.573,65.27,3.25
491.707,301.358,64.92,2.68
565.341,297.51,64.73,2.38
561.098,300.88,64.39,3.86
542.29,302.653,64.24,2.66
462.816,299.885,64.48,1.77
489.722,298.871,64.54,2.26
541.679,301.107,63.67,3.98
538.816,300.068,64.84,2.88
543.076,304.015,64.95,1.8
540.564,300.231,65.02,1.8
544.839,296.851,63.89,2.99
518.186,297.466,64.97,1.41
522.439,303.013,65.22,1.24
509.599,298.852,65.41,1.05
498.893,302.213,65.62,1.16
487.467,300.318,65.89,1.11
481.567,301.829,65.31,1.31
476.483,300.72,65.97,0.99
476.898,301.322,64.62,1.55
455.73,300.539,63.72,3.23
464.228,299.116,63.72370166,3.22718232
448.599,301.411,64.39,2.72
472.052,299.797,64.77,3.08
522.394,301.817,63.06,3.21
542.018,300.846,63.52,3.93
539.552,299.867,63.64,2.56
535.297,298.841,63.86,3.31
541.053,298.465,62.73,4.99
549.645,297.713,64.86,2.15
551.621,298.321,65.25,1.64
573.12,296.851,65.44,1.7
565.695,299.751,65.46,1.68
532.555,299.707,65.16,1.64
539.551,298.389,63.87,4.32
498.657,300.835,65.65,1.77
508.033,298.082,65.88,1.7
530.395,302.344,65.02,1.66
483.262,301.546,65.28,2.47
469.701,300.233,64.84,1.45
434.609,297.694,66.47,1.19
497.912,301.36,65.42,1.42
495.115,299.127,65.05,2.65
301.632,299.672,65.31,1.84
451.05,296.631,65.73,1.74
562.313,298.573,65.42,1.45
508.791,297.985,64.72,1.9
491.566,299.149,64.72,1.9
246.175584,299.309,64.72,1.9
245.8800952,299.121,64.72,1.9
245.5846065,301.837,64.72,1.9
245.2891178,296.941,64.72,1.9
244.9936291,299.992,64.72,1.9
244.6981404,300.372,64.72,1.9
244.4026516,303.662,64.72,1.9
244.1071629,300.146,64.72,1.9
243.8116742,300.702,64.72,1.9
243.5161855,292.462,64.72,1.9
243.2206967,297.695,64.72,1.9
242.925208,300.037,64.72,1.9
358.6515152,301.245,64.24,4.24
358.2525844,297.639,64.33,4.09
587.074,298.991,63.41,5.08
582.644,297.566,63.47,4.21
610.605,299.852,65.91,1.32
565.5,298.202,65.88,1.3
574.401,298.997,65.48,1.18
549.264,299.415,65.73,1.2
488.986,299.379,66.2,0.97
473.566,299.812,65.09,0.97
472.211,300.547,65.76,1
433.141,298.111,65.18,1.04
459.221,302.416,65.37,1.14
388.1,298.323,65.62,1.21
363.371,298.161,65.16,1.4
381.316,299.679,65.02,1.57
400.643,300.746,66.17,1.33
394.101,301.077,66.58,1.15
423.945,301.245,66.11,1.17
428.467,300.699,66.05,1.29
401.338,299.6,65,1.86
422.021,298.332,65.93,1.27
464.813,300.279,65.55,1.15
411.91,299.46,66.81,1.38
518.902,299.754,65.87,1.45
450.784,299.696,65.17,1.73
464.327,300.385,65.68,1.3
473.887,298.71,65.3,1.41
344.7270244,297.588,64.72,1.6
514.615,299.959,65.63,1.25
458.341,297.11,65.26,1.46
473.517,300.283,66.12,1.36
563.395,299.729,65.73,1.56
516.905,301.548,65.14,1.43
503.144,302.047,64.43,1.69
493.355,299.721,65.72,1.57
468.354,301.276,65.56,2.05
483.51,299.787,64.91,1.66
436.41,301.249,65.36,2.42
440.229,298.716,65.36,2.42
301.058,300.12,65.36,2.42
303.486,300.248,65.43,1.85
478.516,300.586,65.24,1.57
553.343,299.54,65.3,1.51
425.554,297.704,65.3,1.42
529.351,300.366,65.54,1.23
482.11,300.572,65.95,1.13
484.537,301.556,66.05,1.12
500.835,300.483,65.49,1.23
514.944,301.432,65.55,1.21
449.02,300.47,66.38,1.23
432.933,299.707,64.41,3.89
450.228,300.02,65.11,2.6
450.944,301.475,66.04,1.22
568.495,299.299,66.34,1.22
333.541,298.657,66.62,1.22
482.717,299.454,66.15,1.19
567.732,301.856,66.54,1.13
494.06,299.808,66.32,1.39
519.288,300.542,66.58,1.08
458.711,298.877,66.16,0.98
427.464,298.821,66.36,1.04
353.4428889,300.566,66.33,1.05
514.526,302.53,66.61,1.07
452.236,298.696,66.3,1.08
405.754,299.649,66.64,1.14
420.952,299.417,66.42,1.15
432.024,301.661,66.66,1.07
394.969,297.617,66.14,1.33
441.064,299.461,66.31,1.26
429.28,298.918,66.25,1.13
403.826,297.798,66.47,1.09
438.309,301.681,66.65,1.08
370.828,299.21,66.31,1.19
347.599,298.389,66.41,1.3
462.331,298.657,66.08,2.11
452.458,300.434,66.42,1.17
403.644,301.574,66.29,1.18
499.878,299.017,66.14,1.1
460.557,301.541,66.23,1.21
408.562,299.16,66.39,1.13
492.035,298.828,66.7,1.02
415.649,297.949,66.5,1.06
393.363,297.949,66.88,1.03
319.214,301.625,66.4,1.08
369.561,302.492,66.64,1.1
389.328,299.087,66.71,1.13
383.147,299.103,66.44,1.12
354.004,298.811,66.47,1.26
349.121,301.927,66.34,1.53
382.761,299.268,66.58,1.19
308.228,301.088,66.1,1.44
383.443,300.551,65.94,1.45
335.598,302.501,66.27,1.53
405.913,298.681,66.4,1.47
307.771,299.39,66.09,1.51
367.135,299.65,66.45,1.31
393.066,299.939,65.8,2.18
394.287,297.949,66.42,1.48
294.6951905,298.968,66.24,2.04
316.147,298.831,66.42,1.6
373.549,301.345,66.69,1.37
369.56,301.267,66.21,1.18
301.9048462,299.666,66.92,1.01
396.023,298.219,66.95,1.01
360.304,302.117,66.95,1.01
293.579,300.843,66.95,1.01
246.7745341,303.168,66.95,1.01
251.8043068,302.754,66.95,1.01
455.275,302.23,66.84,1.07
481.708,298.49,66.28,1.55
517.578,299.268,66.67,1.16
499.797,299.558,66.54,1
491.333,299.268,66.5,1.05
452.94,301.016,66.62,1.01
452.066,299.156,66.86,0.93
288.57,302.563,66.53,1.19
273.051,298.84,66.46,1.01
399.228,302.563,66.13,1.32
395.643,298.389,66.66,1.18
379.198,301.616,66.64,1.23
384.577,299.16,66.51,1.55
397.339,302.344,66.87,1.12
382.791,298.828,66.46,1.39
364.905,299.518,66.64,1.05
404.268,298.543,66.91,1.17
281.1836667,302.502,66.75,1.15
331.269,299.489,66.45,1.2
399.95,302.111,67.09,1.08
394.29,301.905,67.09,1.07
354.614,299.137,66.96,1.05
401.776,298.97,66.61,1
368.302,301.109,66.44,1.15
405.225,299.248,66.6,0.99
391.808,299.465,65.81,1.06
426.644,300.566,64.79,1.65
429.688,298.771,65.28,1.67
389.265,298.84,65.37,1.37
477.86,299.409,65.29,1.43
447.896,299.922,65.54,1.7
319.54805,301.094,66.21,1.3
574.749,298.517,66.21,1.48
530.533,301.567,66.08,1.67
431.597,298.58,66.06,1.43
483.905,302.074,65.85,1.33
414.468,299.856,66.34,1.21
242.3071035,299.871,66.06,1.34
321.044,298.389,66.67,1.19
288.7146765,301.931,66.67,1.19
304.2211471,299.143,66.67,1.19
267.7906667,298.811,66.67,1.19
347.987,300.945,66.73,1.13
396.215,302.339,66.48,1.32
283.518,298.824,66.8,1.26
377.19,298.828,66.91,1.39
406.617,297.949,66.34,1.19
392.317,299.268,67.12,1.27
377.625,301.832,66.47,1.21
359.88,298.45,66.84,1.72
429.925,298.791,65.53,2.02
401.912,301.712,65.79,2.03
501.123,297.949,65.66,2.06
334.382,298.832,65.71,2.41
246.3017407,298.389,66.47,1.77
413.484,298.068,65.47,1.66
505.917,300.529,65.08,2.1
473.594,302.138,64.88,1.21
488.854,299.693,64.62,1.55
464.767,298.788,64.49,1.65
451.05,300.685,65.89,1.39
436.247,301.787,65.62,1.69
485.883,302.124,64.93,3.05
468.084,299.048,65.8,2.18
438.98,299.688,66.28,1.4
441.177,301.823,65.39,2.3
452.535,299.802,65.01,2.99
375.344,299.405,64.83,3.14
399.498,298.498,63.74,4.06
478.172,300.923,65.51,1.92
589.067,299.037,66.39,1.22
532.067,298.413,65.9,1.33
606.079,300.366,64.76,1.14
494.425,301.067,65.16,1.13
567.77,299.032,65.12,1.08
516.834,298.729,64.6,1.12
541.924,299.805,64.63,1.17
526.528,301.094,63.56,1.79
498.881,298.69,63,1.81
506.324,298.137,63.82,1.48
361.334,298.052,62.96,2.2
512.144,301.81,62.6,1.94
391.967,301.121,64.3,2.26
573.999,302.344,64.37,2.05
435.93,301.972,64.82,2.81
596.884,299.268,66.1,1.36
492.016,302.301,65.78,1.15
563.997,301.384,66.13,1.04
434.014,301.045,65.76,1.88
293.5070217,297.83,66.3,1.01
529.971,301.7,65.43,1.33
476.228,299.448,64.69,1.64
485.229,298.389,66.33,1.72
495.462,300.67,66.74,1.42
551.355,299.305,67.02,1.85
473.567,300.653,66.51,1.71
432.739,300.772,65.93,1.89
495.826,299.554,66.41,1.38
461.921,299.531,66.69,1.21
480.069,301.497,66.92,1.18
518.144,298.266,66.62,1.22
418.934,298.996,66.6,1.09
454.794,299.268,66.32,1.43
358.74,300.094,66.1,1.9
474.074,301.685,64.99,2.15
459.238,301.85,65.31,1.92
435.101,300.395,65.44,1.82
486.655,299.583,65.04,1.89
483.109,299.499,65.41,1.8
442.424,301.753,65.15,2.29
467.963,298.564,65.26,1.72
516.969,299.656,65.56,1.73
507.064,298.364,64.8,2.43
456.732,298.654,65.16,1.91
495.698,303.207,65.32,1.63
446.635,302.395,65.65,1.59
442.286,299.709,65.86,1.66
376.889,297.621,65.97,1.74
385.3324468,298.389,66.59,1.24
385.56,298.473,66.34,1.13
483.047,301.788,66.16,1.09
423.448,299.634,66.47,1.1
432.908,300.305,66.81,1.22
477.27,299.502,66.46,1.38
395.36,301.561,66.49,1.47
394.463,298.108,65.71,1.46
399.05,301.159,66.96,1.06
461.114,299.94,66.92,1.19
433.314,299.348,66.31,0.94
448.016,298.584,66.4,1.09
374.049,298.371,66.32,1.37
413.504,301.848,66.4,1.32
376.107,297.724,65.7,2.22
436.516,298.949,66.2,1.28
327.854,301.027,66.6,1.06
390.997,299.837,66.33,1.21
404.058,297.51,66.33,1.21
254.0219649,298.939,66.33,1.21
321.385,300.166,66.51,1.25
441.199,300.901,66.08,1.44
440.124,298.252,66.25,1.61
